PROPERTY_ID,ESTIMATED_VALUE,fundamental_price_per_share
7087067467166494342,697248.0,69724.8
3868430359517306232,778362.0,77836.2
-7373724014469665555,577920.0,57792.0
604576721888507108,907125.0,90712.5
-954579563482866044,299594.0,29959.4
-5493878204255529310,896129.0,89612.9
,0.0,0.0
2226039770672135526,442665.0,44266.5
6993512988674331011,447898.0,44789.8
-2790725818118512739,626417.0,62641.7
-512380699994660110,0.0,0.0
-1171312375649200655,842451.0,84245.1
-6027618592950963202,750804.0,75080.4
-3535189657223531823,822256.0,82225.6
-7414020088677831556,944014.0,94401.4
-1801355723797094202,1463885.0,146388.5
-1154369685865444035,729365.0,72936.5
3660422759624635153,903308.0,90330.8
-8175261518552631365,638801.0,63880.1
5338305372321934892,790193.0,79019.3
5962895567652999963,808579.0,80857.9
7854037706001872879,939998.0,93999.8
-1835302035407596104,800256.0,80025.6
5866906648940745160,1211087.0,121108.7
-3143712705215161585,1746024.0,174602.4
2254048378482639599,652060.0,65206.0
3477090491784136626,0.0,0.0
1757812554370472401,0.0,0.0
1717157960559248399,2319454.0,231945.4
2742913821606758130,1034781.0,103478.1
-3713709803705653532,1928121.0,192812.1
-3286630580481659107,973601.0,97360.1
-7599679866426366315,2362077.0,236207.7
-845135838687903734,3726461.0,372646.1
-6377385083317358315,2062082.0,206208.2
7652883918698123271,1283513.0,128351.3
-3649240973764480130,2769119.0,276911.9
5394382920366980145,3297889.0,329788.9
6411183640042012650,1068480.0,106848.0
-4454845652341218772,1148830.0,114883.0
410220175336725198,880573.0,88057.3
-659771000285427136,988884.0,98888.4
5938833292944023817,718764.0,71876.4
3608373409212105249,428923.0,42892.3
-6690046847192816891,712052.0,71205.2
-2997128456739657963,654893.0,65489.3
4491313672866448349,1159828.0,115982.8
-8887051394590078316,867739.0,86773.9
-6.08030259193714e+18,0.0,0.0
-4695981230374423626,1048180.0,104818.0
-3664042292769434002,498837.0,49883.7
5940565187187811499,702530.0,70253.0
-9223075358169754586,905063.0,90506.3
681813806187360007,998070.0,99807.0
-1852892802869011138,1436272.0,143627.2
1472208961093448262,1125591.0,112559.1
6223339942204855256,1620867.0,162086.7
1110545510145377317,1550580.0,155058.0
6941508146010028137,1847870.0,184787.0
1938372325929551415,2679958.0,267995.8
8776590829351850315,261668.0,26166.8
-368109217126810666,5078639.0,507863.9
-348220388493958974,0.0,0.0
-6364383114868713733,1283294.0,128329.4
2799495015159278894,1310826.0,131082.6
-7065101279720653012,611862.0,61186.2
-4405156984937147418,700316.0,70031.6
4995939500632747443,749956.0,74995.6
-6391817335046432246,588193.0,58819.3
-5439967634338584347,6370335.0,637033.5
5264914533132643935,1315126.0,131512.6
7274197175303291994,1210103.0,121010.3
-2901475375779309812,0.0,0.0
3258775462779588134,2777829.0,277782.9
-1242178506339484934,2004700.0,200470.0
-1343711129868239768,2519814.0,251981.4
1950041923164681592,2527794.0,252779.4
-2973296697432121431,3677196.0,367719.6
-5668069676140643213,0.0,0.0
-4465571541499763948,1272963.0,127296.3
-6896333824841063738,1018518.0,101851.8
118210518472165143,906462.0,90646.2
-2189842929911433350,914272.0,91427.2
3101285241334969626,358688.0,35868.8
-5253327298846526146,0.0,0.0
-3850429089452392541,2400074.0,240007.4
3116774761789183666,894398.0,89439.8
-4746829078733048894,1988351.0,198835.1
5212168962385239780,1344599.0,134459.9
-918452293536653787,483454.0,48345.4
6151749720627845322,0.0,0.0
2279449676368457713,948869.0,94886.9
9062468559074262524,0.0,0.0
-211778283412484913,966669.0,96666.9
-3131682627044547520,758795.0,75879.5
-1014173529905885288,883569.0,88356.9
-635565739365224921,994156.0,99415.6
-6616339289757346010,1300452.0,130045.2
-8767279636431404703,1646664.0,164666.4
-4417054789188425120,1309697.0,130969.7
1819824209338375420,780914.0,78091.4
-6329009915044809227,4496700.0,449670.0
5411121907716619182,1679809.0,167980.9
7310697511809593621,2288211.0,228821.1
1456414896623992777,1718281.0,171828.1
-8606376755709310864,732072.0,73207.2
6397101707105773912,2099853.0,209985.3
-5220436856192939331,3375305.0,337530.5
-1805418698996594328,864443.0,86444.3
-7124137740196699733,910926.0,91092.6
-4890693252486904072,2341036.0,234103.6
-2793417351455240009,2356906.0,235690.6
3668497493278502938,1496474.0,149647.4
8982662145230974867,2938684.0,293868.4
-6173132262321128741,1546788.0,154678.8
8.931099130332147e+17,0.0,0.0
-442218835965742237,0.0,0.0
-6317826389598357309,1800494.0,180049.4
-5354853767378667426,2646319.0,264631.9
8614673836784328969,2073859.0,207385.9
-8810918456658481983,2401101.0,240110.1
-4229998734553609974,2311636.0,231163.6
1740476502145402351,933730.0,93373.0
4251461302710129641,917255.0,91725.5
-3000604991826997107,0.0,0.0
8440833668296742183,723773.0,72377.3
-2457747838927914119,2112577.0,211257.7
2353161676125802044,1131020.0,113102.0
7062121178039224506,1211458.0,121145.8
-4968093163938957139,1617507.0,161750.7
-2525791179768530672,1136227.0,113622.7
-5298427603209176161,938738.0,93873.8
2606979203744054185,663303.0,66330.3
-8210877432033678121,0.0,0.0
-4323420388998753771,700813.0,70081.3
-4323420388998753771,715726.0,71572.6
5925108109211956465,1355127.0,135512.7
-3252484303595945661,1622776.0,162277.6
6234485114114413149,1744985.0,174498.5
-2448818965581746954,1291678.0,129167.8
8550415893936922744,1588953.0,158895.3
-1299163399111973968,1238726.0,123872.6
8390986115495893659,0.0,0.0
-1.7588005982093053e+18,0.0,0.0
4208143546787985404,811222.0,81122.2
5266830055097805554,1030253.0,103025.3
4104235718860090747,898508.0,89850.8
7088660275742558120,795888.0,79588.8
-8129975145505832634,563239.0,56323.9
-1708947991575822526,481783.0,48178.3
7824751118388787091,597283.0,59728.3
2411868642769823803,572187.0,57218.7
3336563449028471002,610412.0,61041.2
467033491975760666,0.0,0.0
-3616325402491177032,442619.0,44261.9
5952913149604677384,686353.0,68635.3
5996149252062723069,781956.0,78195.6
427836777712955547,541441.0,54144.1
5886158050268092812,1028460.0,102846.0
2984050655555693943,721935.0,72193.5
2380234268226616456,0.0,0.0
3.390421732439761e+18,0.0,0.0
6677941747127337785,0.0,0.0
1088646950095265798,932317.0,93231.7
3443558239798079628,759194.0,75919.4
-8037756055820468088,949786.0,94978.6
-7627848063432603008,792158.0,79215.8
-2543161875058189858,1192737.0,119273.7
-1700572166170907404,588858.0,58885.8
-5938799630117736805,152835.0,15283.5
-2.4351205342789e+18,0.0,0.0
-7136810432255974847,1394655.0,139465.5
8181911754754837194,885809.0,88580.9
7321084392091429114,877828.0,87782.8
2381701617530371548,1380118.0,138011.8
2424673300038049019,2200595.0,220059.5
8704434667684783684,1184026.0,118402.6
983802797410880089,850900.0,85090.0
6122806972636455298,1634288.0,163428.8
3279016447319365227,1178001.0,117800.1
8649551472435836589,1054289.0,105428.9
7974807881709940556,1608754.0,160875.4
-2160661615455462647,823463.0,82346.3
5238289608728136566,850627.0,85062.7
7740799961764302568,653573.0,65357.3
7350214015013380936,811479.0,81147.9
-2774197426725795030,730225.0,73022.5
7996272899122313425,802645.0,80264.5
483296865425032408,482962.0,48296.2
-4531157109980509674,720673.0,72067.3
-8193288293658743951,860147.0,86014.7
-4704725483387309268,537952.0,53795.2
-1996814142908059772,578965.0,57896.5
-3873137974133317430,445191.0,44519.1
-3185612848588941786,830676.0,83067.6
9086455574697998478,1022602.0,102260.2
3000254725988055055,1128044.0,112804.4
-186879505086637808,809255.0,80925.5
21740955648869669,959816.0,95981.6
-790198171940361737,872342.0,87234.2
7036676358718803598,1023995.0,102399.5
5904028795596911934,1265923.0,126592.3
-6742960487524160980,1161643.0,116164.3
6951020941284915750,891875.0,89187.5
-178340032524824078,1450174.0,145017.4
771234012098624023,1205214.0,120521.4
4966902400284730929,1530135.0,153013.5
9135548130296670742,1068456.0,106845.6
-7358688463328132771,1565645.0,156564.5
-8.98226439689542e+18,0.0,0.0
-6395641900760649790,1503527.0,150352.7
-4723138546581468204,441859.0,44185.9
-5044446625972749178,1018708.0,101870.8
-189779474570082222,1160188.0,116018.8
1304410419483048585,847432.0,84743.2
-8904106217856202559,1024493.0,102449.3
1274309662437543002,548878.0,54887.8
9035651069361146815,1578904.0,157890.4
-3341669283000504016,1482981.0,148298.1
5398123161640494467,1784936.0,178493.6
4931120074380921285,2068883.0,206888.3
5288768060539899684,806981.0,80698.1
-7633578548324039605,355289.0,35528.9
5562305128386981246,797532.0,79753.2
8019285657216003881,971215.0,97121.5
8654607713714493416,809612.0,80961.2
-1206576299328737936,717581.0,71758.1
771691598312347588,0.0,0.0
5781029490571085096,708629.0,70862.9
5384921395897867730,920720.0,92072.0
9037225317403685090,674090.0,67409.0
-8410023194308140859,781746.0,78174.6
177027427542056684,509555.0,50955.5
-5362974063199025072,819935.0,81993.5
-6618553672482914918,1136785.0,113678.5
1001259434509502495,623544.0,62354.4
1937146261819932297,851855.0,85185.5
-3958605848759087991,485528.0,48552.8
654157604739140901,665723.0,66572.3
-53986266257965732,948397.0,94839.7
1627859117091011562,1306709.0,130670.9
4030133033660856854,916889.0,91688.9
-1352290848646869465,876435.0,87643.5
5891863936561112930,590882.0,59088.2
-6754684645622779113,635670.0,63567.0
-6608952519599298868,991421.0,99142.1
1849878548246802666,1579432.0,157943.2
3096919560633679362,1135641.0,113564.1
-7140118760415234631,843398.0,84339.8
4857644355988846784,615201.0,61520.1
2647074825312992175,835797.0,83579.7
-9189855668719050097,570430.0,57043.0
-4585438675636999042,633401.0,63340.1
212994599941830735,799476.0,79947.6
-126694077279345101,956330.0,95633.0
-642479221243368751,869845.0,86984.5
-5674522684497817233,387742.0,38774.2
-5674522684497817233,401933.0,40193.3
6660149179706266501,756947.0,75694.7
3268077848196009782,590287.0,59028.7
-2690980782898068059,513004.0,51300.4
-223457130103908590,1303335.0,130333.5
2679028233084172199,1226466.0,122646.6
4803880264385384664,1209769.0,120976.9
4104315428926744508,1195924.0,119592.4
-7112387612810970917,1365239.0,136523.9
-2257430765215748872,999156.0,99915.6
-5052992721172808524,1087683.0,108768.3
5587053020687880681,796054.0,79605.4
-8150001229553870285,524665.0,52466.5
6617192463109474370,865860.0,86586.0
3844166430316863116,1857320.0,185732.0
4199069871649653379,636080.0,63608.0
1344773748325783932,405152.0,40515.2
7438651856751262191,959812.0,95981.2
-4369059199452065599,649742.0,64974.2
-3831024447574818395,731371.0,73137.1
8627877304969850766,1055737.0,105573.7
5071234598611895551,1785153.0,178515.3
2333131715370723764,1477358.0,147735.8
-5653915354048802267,1004111.0,100411.1
-8571738691775716202,409090.0,40909.0
-8531469726827545816,529043.0,52904.3
1899251346397873945,493172.0,49317.2
3700247129223087788,699400.0,69940.0
3200679503595959593,317652.0,31765.2
5005690366212546023,881624.0,88162.4
-5499786486469219511,875284.0,87528.4
-1376940951738414738,843358.0,84335.8
-7663821319554614264,814543.0,81454.3
-8501252114262490947,889218.0,88921.8
315189729929780360,918531.0,91853.1
-6025296783510769996,1936332.0,193633.2
1529658522436279949,620562.0,62056.2
6836997092128203904,530504.0,53050.4
6054273422241969344,558235.0,55823.5
-4262689713755986804,393792.0,39379.2
-1745396935720050444,829705.0,82970.5
3761214765353239229,951858.0,95185.8
6375523393138848241,1187592.0,118759.2
-5421008672079208505,837840.0,83784.0
-3502946746396476071,575006.0,57500.6
2785005768501454881,616987.0,61698.7
1721369256766023094,560838.0,56083.8
-8399039545312346729,549379.0,54937.9
4206395345303276976,610916.0,61091.6
3519858658248308425,609499.0,60949.9
-5282913782499742386,639825.0,63982.5
-7437441853254694768,564529.0,56452.9
-987394625547400327,730308.0,73030.8
4723530346517202317,658983.0,65898.3
7657724059540503594,468169.0,46816.9
-3037022480672803251,675602.0,67560.2
1132700037872430216,586756.0,58675.6
3192460841717366387,597261.0,59726.1
-5002368765636616416,497851.0,49785.1
3917385797249901542,487996.0,48799.6
-6226044667154650491,875601.0,87560.1
4222346754720172786,382791.0,38279.1
-478067245631527244,457822.0,45782.2
7447582051411936649,434206.0,43420.6
3732476786627104263,425071.0,42507.1
-6569143719951261368,492081.0,49208.1
6120086546991662888,0.0,0.0
-4643968537157005125,477458.0,47745.8
-5371453153248722992,463364.0,46336.4
4929091459738002500,437266.0,43726.6
6698665696593197048,479368.0,47936.8
-2244887954867439474,528812.0,52881.2
-2881150664708116037,601942.0,60194.2
-18046349555926099,505320.0,50532.0
1597228082959308118,0.0,0.0
585812563266736723,563447.0,56344.7
5393400223443041316,430152.0,43015.2
4656021682410717766,462414.0,46241.4
-111941206139662318,0.0,0.0
91028391982818597,459829.0,45982.9
8901284086400057549,367798.0,36779.8
6306313835610666242,578339.0,57833.9
1581652350836281702,617121.0,61712.1
-7965422237510286771,464986.0,46498.6
-1081877658466189277,520186.0,52018.6
8293869948967514605,0.0,0.0
8922491034268641809,489781.0,48978.1
-5781691811786989833,396078.0,39607.8
-7014105444337207374,0.0,0.0
5025933389833697632,409007.0,40900.7
-4769133561491240141,445317.0,44531.7
1720743733061190233,969492.0,96949.2
2170966867433250362,349862.0,34986.2
244000835083217975,314755.0,31475.5
3999881605742806213,454172.0,45417.2
-1.4502269030073382e+17,0.0,0.0
5.18382044562985e+18,0.0,0.0
-7007461883170004006,493253.0,49325.3
-5026276056096725024,411096.0,41109.6
252530848971651586,822243.0,82224.3
8273336101273857977,473595.0,47359.5
-6237011280304356717,555708.0,55570.8
2201861226417610140,648036.0,64803.6
-6128653800252221197,692323.0,69232.3
-1644538631033179422,737387.0,73738.7
-5204459223012515209,490525.0,49052.5
4763339935697230505,932548.0,93254.8
8877703032763310410,873188.0,87318.8
-663159576920706054,980163.0,98016.3
5068118176391224380,0.0,0.0
-8420399442574227606,391130.0,39113.0
-8244495756337853072,0.0,0.0
-3845497192661565946,373543.0,37354.3
-4355092892009769656,0.0,0.0
-8316871222559858608,0.0,0.0
-3115459817144003119,491543.0,49154.3
-808941202430625099,496863.0,49686.3
2008758484999487048,447543.0,44754.3
507763186231803009,371115.0,37111.5
3839667963828212495,398796.0,39879.6
-2789540925712918677,426419.0,42641.9
4517394739406302256,534889.0,53488.9
-7554949519652291866,510559.0,51055.9
-3207715931336018937,510257.0,51025.7
5936526827641978674,296885.0,29688.5
7857707245782895651,353473.0,35347.3
-1274586291577237802,0.0,0.0
-4816248942613929756,546267.0,54626.7
-1232761459833789800,421945.0,42194.5
6885459685642330289,0.0,0.0
7619357327007965789,434653.0,43465.3
-8922863807054678993,348424.0,34842.4
8929247286895507947,383803.0,38380.3
-255402253003050677,448031.0,44803.1
7211585597084415442,407792.0,40779.2
6654655998397270580,493799.0,49379.9
2295334883164296777,361526.0,36152.6
-733506126458052326,300617.0,30061.7
1136610911056919323,466825.0,46682.5
4691422374424452587,495470.0,49547.0
-1198098954189230486,438722.0,43872.2
-968291696578517893,0.0,0.0
-7231365097454574915,386400.0,38640.0
273364779718309758,64327.0,6432.7
4211034552207229606,460299.0,46029.9
-8431311968234440830,542414.0,54241.4
1817407557600248490,606577.0,60657.7
-66966158729126699,566542.0,56654.2
-3904644602888035170,602395.0,60239.5
2192291470341600443,431797.0,43179.7
-5317003611959873304,439409.0,43940.9
-5380755572886130340,0.0,0.0
5251768132840162878,441047.0,44104.7
-4742567172932766420,465947.0,46594.7
7751861439651967820,475979.0,47597.9
1888835997383945625,0.0,0.0
9113707874707855730,0.0,0.0
-5629450383144975386,599300.0,59930.0
-8539980097565216598,0.0,0.0
5073086205804196026,0.0,0.0
-7661797449782468938,1064557.0,106455.7
-5499166125595118653,840422.0,84042.2
3299339823595541718,786048.0,78604.8
-4486365750219475153,0.0,0.0
6519853009232436160,577862.0,57786.2
-2559790815975661291,79532.0,7953.2
-5567828617386970686,0.0,0.0
-2583735456164706391,432477.0,43247.7
4221857184269688512,1162943.0,116294.3
-5217975388291964646,0.0,0.0
-5217975388291964646,0.0,0.0
-7409532967365641631,0.0,0.0
-7409532967365641631,0.0,0.0
-7409532967365641631,0.0,0.0
-5217975388291964646,0.0,0.0
7879047622757313129,0.0,0.0
4517916304028072610,0.0,0.0
-1459620692099470440,0.0,0.0
7879047622757313129,0.0,0.0
440486344810941567,0.0,0.0
5138835824774395678,0.0,0.0
-8966917754276930255,618849.0,61884.9
-3446973967121344874,888795.0,88879.5
5143746341050780634,824686.0,82468.6
-6464310103792810023,806316.0,80631.6
2565427307395868216,882318.0,88231.8
469812948922433657,824599.0,82459.9
7385982849166633524,1189196.0,118919.6
4730436865043102426,1095504.0,109550.4
-7698432624011905007,751065.0,75106.5
-8002097574381097433,0.0,0.0
6646049570339635669,519004.0,51900.4
8558344466786556356,0.0,0.0
-4877648431547654915,331784.0,33178.4
1097597653549150683,451799.0,45179.9
2131918788761662760,0.0,0.0
-1288643413709355805,285724.0,28572.4
1813668730117168948,1206156.0,120615.6
5927143489463010987,1233312.0,123331.2
-7929167044041697888,1238892.0,123889.2
8629846715204173415,737530.0,73753.0
-4083023354347341206,474945.0,47494.5
-2250360260961317878,479852.0,47985.2
-1930597222149034204,959973.0,95997.3
-2650343450706373246,933852.0,93385.2
-6050088163445006697,0.0,0.0
6294472726523378090,1130715.0,113071.5
-847857463718674495,783041.0,78304.1
-6758794266676628885,725172.0,72517.2
5544346027320124362,0.0,0.0
-3705918181232773242,0.0,0.0
3262273097514045990,1153188.0,115318.8
-117500573328606259,703639.0,70363.9
-117500573328606259,610133.0,61013.3
-3442010586639371324,856549.0,85654.9
5129756590430387773,1558613.0,155861.3
-3244528055998552901,1190243.0,119024.3
1934248793763687514,910593.0,91059.3
3532433015712832209,1055846.0,105584.6
-618446809078612274,1214365.0,121436.5
1073134572357070426,1105705.0,110570.5
-8494262909786540852,861552.0,86155.2
4923016927955106159,921937.0,92193.7
8529323467288871319,1049502.0,104950.2
3563505579120007288,1015274.0,101527.4
7481178672422196976,867783.0,86778.3
6927530878716569217,2653287.0,265328.7
-5160175017880201953,1663300.0,166330.0
-6551416938256426416,1733172.0,173317.2
6966223242329120926,1860946.0,186094.6
-7735369930665389198,2049200.0,204920.0
5533407427518008476,6360581.0,636058.1
5441091552465470923,3321063.0,332106.3
7907934476733453761,1641401.0,164140.1
-1229930745933907850,842298.0,84229.8
-1543995142654505429,951917.0,95191.7
-8265747139580192842,1045890.0,104589.0
6491772399940920808,1545045.0,154504.5
8214213994020378739,1922341.0,192234.1
-5694294826323240876,2244306.0,224430.6
-4234060353610376722,0.0,0.0
7264314195804068643,1625094.0,162509.4
473494405322646464,640475.0,64047.5
-3287057894044744974,643095.0,64309.5
3396089403536997814,513468.0,51346.8
-2745934390513610076,2040408.0,204040.8
-5158722089381503694,685593.0,68559.3
3742258513040412299,1269643.0,126964.3
-5873072038436213727,2129565.0,212956.5
-1543245567750413540,1380729.0,138072.9
6397936610653573240,1384179.0,138417.9
6266367091316460462,1161096.0,116109.6
4920297914062150398,1682843.0,168284.3
3359515810158709172,3295862.0,329586.2
-3543892536298808860,1237174.0,123717.4
-3996726344867558062,1171462.0,117146.2
-8975046077911297896,1205554.0,120555.4
-7237778284563599975,954502.0,95450.2
1113505445788998771,1511007.0,151100.7
-9027696517494863966,2345254.0,234525.4
8362453402471754325,1311525.0,131152.5
-7551746237279177912,0.0,0.0
-2595453560418435959,1373714.0,137371.4
87126315048530929,1077108.0,107710.8
-7102536193538995518,3051927.0,305192.7
5381248311024057911,1095444.0,109544.4
-8574809150650820974,3442059.0,344205.9
2528558097375568143,6148898.0,614889.8
-7680021556467688134,3617674.0,361767.4
-508660951191328875,0.0,0.0
3087696528811064192,1788227.0,178822.7
1428558334194966727,2877082.0,287708.2
-7302406996125780862,3470199.0,347019.9
7858943449357260338,2137243.0,213724.3
1760581106490941306,0.0,0.0
-1115189952022899125,0.0,0.0
-9068071190216917272,816864.0,81686.4
3631824136593171729,1852639.0,185263.9
-6411672103450618372,3853317.0,385331.7
-1029994814739286599,0.0,0.0
-7953457474942225390,2106725.0,210672.5
7447136206694522903,1564758.0,156475.8
7665528372347450569,1214202.0,121420.2
-8369884828009002002,946139.0,94613.9
8481489780539749648,1519271.0,151927.1
5016802928990197132,1467102.0,146710.2
-8629931160365448976,961705.0,96170.5
-8112564862644013808,1388399.0,138839.9
2082532768766529547,1356583.0,135658.3
-8688054617891623486,1040473.0,104047.3
6010131228689305282,1289843.0,128984.3
967886858985030782,1088239.0,108823.9
3737108412674024124,2405552.0,240555.2
7454331711491116467,1307083.0,130708.3
2110655419068946613,1474858.0,147485.8
-83422966510336511,5241924.0,524192.4
1700196558753378515,4471589.0,447158.9
5977389775537851437,3184498.0,318449.8
-5936254323909054801,3078235.0,307823.5
6965185449375546667,0.0,0.0
-692713515783790733,2264379.0,226437.9
7178704719707586067,1226041.0,122604.1
5454900477383141565,792507.0,79250.7
-3087178497291184800,1525592.0,152559.2
2004764735397833498,4142531.0,414253.1
5533048998199268648,2244638.0,224463.8
-2421545036683639799,2514325.0,251432.5
-2205436699859210636,1068892.0,106889.2
-4389624846266087399,2008089.0,200808.9
8803313611712753919,1609509.0,160950.9
107144636519119194,1582477.0,158247.7
8041375364317164524,1730524.0,173052.4
301236725970145015,2139169.0,213916.9
-1374473731030606858,0.0,0.0
-477581058526685065,2405427.0,240542.7
-661329304437804010,2091302.0,209130.2
287147503274416750,1422592.0,142259.2
4436287201893869924,0.0,0.0
-1323338997633572597,1787359.0,178735.9
-190453710309578584,4358347.0,435834.7
8045637004444636856,0.0,0.0
3182187736120682645,1893015.0,189301.5
8880790908630471566,2555787.0,255578.7
4462848077687550747,0.0,0.0
269794328987159974,0.0,0.0
-6022146191077577107,2093398.0,209339.8
6113317939303886594,0.0,0.0
7636555069963936059,5137306.0,513730.6
533431438831546840,2296036.0,229603.6
-5670749503105735450,2164894.0,216489.4
-2468243895930408885,1369196.0,136919.6
-4106468497512480761,2233561.0,223356.1
-3814543044702956512,0.0,0.0
-266325900500588386,796447.0,79644.7
-4513328224110863263,1232999.0,123299.9
-2793131237382498124,1236931.0,123693.1
1552614069012851192,5783518.0,578351.8
679110896391169149,5054381.0,505438.1
8294492359551472282,0.0,0.0
350841749717796864,1731083.0,173108.3
-3995144096418706113,1557987.0,155798.7
7784427791059730638,2536189.0,253618.9
8219155783082216322,2466992.0,246699.2
2633288628327632418,0.0,0.0
8748494944757315418,798760.0,79876.0
-187931542712375266,1353711.0,135371.1
6128983321123298647,994769.0,99476.9
-2745705936680851789,1412669.0,141266.9
7148115262918731100,6335729.0,633572.9
5218019395832343116,0.0,0.0
1749235459492780103,0.0,0.0
-2186855031016821652,703245.0,70324.5
8321630943433353748,2645571.0,264557.1
-7435303592384810613,1757638.0,175763.8
7104952473313459003,801986.0,80198.6
4907184798510949634,2633406.0,263340.6
6285870911874587715,0.0,0.0
3797642664291074031,774956.0,77495.6
-7305325458332706139,1699057.0,169905.7
-5505127885775973923,521952.0,52195.2
5302469899767751954,489702.0,48970.2
151896457458956058,4256891.0,425689.1
-1576485563972799251,3939704.0,393970.4
-4485972060231713316,1848639.0,184863.9
-6688303592537460397,0.0,0.0
-6989857691221535940,1763769.0,176376.9
3532432119662251731,923253.0,92325.3
-5445685186130907313,1338731.0,133873.1
220398861920549779,3548113.0,354811.3
-1718499393028815443,946308.0,94630.8
5789380638987454197,1850496.0,185049.6
-5665098865615518004,1458304.0,145830.4
83392469047115429,1316685.0,131668.5
3274517424550936504,0.0,0.0
-2615170247314110751,1360259.0,136025.9
-8528790884038565794,1152470.0,115247.0
2570333982812902337,1737275.0,173727.5
7737328660491110787,1339263.0,133926.3
-5904514408321189693,2368959.0,236895.9
-5152484793475025709,0.0,0.0
7975246471181061850,1148717.0,114871.7
-2053380549682818907,1072683.0,107268.3
7609406240341255079,1842825.0,184282.5
7804534013959428263,2200740.0,220074.0
-3786180334704505706,4538479.0,453847.9
7599809779708148219,4801064.0,480106.4
5849271823986618422,1194176.0,119417.6
1632627759878567786,526016.0,52601.6
-7905504225260004584,1335314.0,133531.4
-5702437325940002488,2214864.0,221486.4
3467806145229807099,820008.0,82000.8
5627657284714038174,1012337.0,101233.7
-3292413248534758337,3035294.0,303529.4
6483099711390516423,0.0,0.0
6988744887301613077,3164199.0,316419.9
-2825999987692450963,3432539.0,343253.9
2386757281980327038,2979053.0,297905.3
2608349721029128,0.0,0.0
4555244875683197525,5993980.0,599398.0
2973422479799290158,3938760.0,393876.0
1929547804569641467,654108.0,65410.8
2491559922141918150,0.0,0.0
5732396183455696750,601767.0,60176.7
5105766617642193286,696884.0,69688.4
4412399219620213908,0.0,0.0
-1063526722786146001,0.0,0.0
-647944478234589610,7491346.0,749134.6
383611684807161601,2142033.0,214203.3
2395635402884910292,2945304.0,294530.4
-2950497468248314705,0.0,0.0
441549787822778565,3280105.0,328010.5
9051009057495710671,4117479.0,411747.9
2734992231525418284,4780619.0,478061.9
4053853862869919641,0.0,0.0
-717773308116507948,1453441.0,145344.1
6073520206195862195,7409594.0,740959.4
8174174814696513931,3858232.0,385823.2
-7572226837872205312,4909246.0,490924.6
-3238575803515638836,0.0,0.0
2643918514196357900,0.0,0.0
-8388242812135456139,3044155.0,304415.5
-1835290501515679790,0.0,0.0
-2.0556671329555123e+18,0.0,0.0
-3.673442562261414e+18,0.0,0.0
-7322583640229532947,0.0,0.0
5336468477486243668,0.0,0.0
5641112852957094974,0.0,0.0
-5956474384870191666,0.0,0.0
-4590669912721773737,4819857.0,481985.7
-1535395509272331496,2939557.0,293955.7
-2232857765671084548,0.0,0.0
-1059637484754268760,0.0,0.0
3395143919971232590,2323507.0,232350.7
141392533539329167,1846975.0,184697.5
567014567933726169,0.0,0.0
5537302090292707835,1698094.0,169809.4
-8653276725283150271,2843932.0,284393.2
2317714770766851114,3794690.0,379469.0
-5102597905510038545,2424851.0,242485.1
-8953487776625810495,653075.0,65307.5
6392803880500913970,1362265.0,136226.5
-8877381342108114388,653416.0,65341.6
7113983707583673450,683814.0,68381.4
